"","Date","Open.x","High.x","Low.x","Close.x","Adj.Close.x","Volume.x","Open.y","High.y","Low.y","Close.y","Adj.Close.y","Volume.y","delta_C","delta_D","delta_C_squared","delta_D_squared","lag_delta_C_squared","lag_delta_D_squared","lag2_delta_C_squared","lag2_delta_D_squared","lag3_delta_C_squared","lag3_delta_D_squared","lag4_delta_C_squared","lag4_delta_D_squared","lag_delta_C","lag_delta_D"
"1","2014-03-24",99.4899978637695,100.290000915527,99.0500030517578,99.5999984741211,99.5999984741211,151710,33.1100006103516,33.5299987792969,32.5200004577637,33.3199996948242,29.5900497436523,11289700,0.110000610351577,0.209999084472656,0.0121001342777194,0.0440996154793538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2014-03-25",99.4300003051758,100.25,98.8000030517578,99.1900024414062,99.1900024414062,217013,33.4599990844727,34.5099983215332,33.4599990844727,34.4300003051758,30.575798034668,11544300,-0.239997863769545,0.970001220703125,0.0575989746139453,0.940902368165553,0.0121001342777194,0.0440996154793538,NA,NA,NA,NA,NA,NA,0.110000610351577,0.209999084472656
"3","2014-03-26",99.1800003051758,100.459999084473,99.0999984741211,100.26000213623,100.26000213623,211367,34.5,34.5499992370605,33.9099998474121,33.9599990844727,30.1584072113037,12058800,1.0800018310547,-0.540000915527344,1.16640395508151,0.291600988770369,0.0575989746139453,0.940902368165553,0.0121001342777194,0.0440996154793538,NA,NA,NA,NA,-0.239997863769545,0.970001220703125
"4","2014-03-27",100.300003051758,101.699996948242,100.029998779297,101.279998779297,101.279998779297,202200,33.9000015258789,34.2900009155273,32.9700012207031,34.1300010681152,30.3093757629395,11952200,0.979995727539077,0.229999542236328,0.960391625994844,0.0528997894289205,1.16640395508151,0.291600988770369,0.0575989746139453,0.940902368165553,0.0121001342777194,0.0440996154793538,NA,NA,1.0800018310547,-0.540000915527344
"5","2014-03-28",101.339996337891,102.23999786377,101.180000305176,101.669998168945,101.669998168945,166326,34.1399993896484,34.689998626709,33.5099983215332,33.5299987792969,29.7765426635742,10434900,0.330001831054702,-0.610000610351562,0.108901208499456,0.372100744629279,0.960391625994844,0.0528997894289205,1.16640395508151,0.291600988770369,0.0575989746139453,0.940902368165553,0.0121001342777194,0.0440996154793538,0.979995727539077,0.229999542236328
"6","2014-03-31",101.690002441406,101.970001220703,100.879997253418,101.580001831055,101.580001831055,167570,33.75,34.9099998474121,33.75,34.6500015258789,30.7711601257324,10215900,-0.110000610351562,0.900001525878906,0.0121001342777163,0.81000274658436,0.108901208499456,0.372100744629279,0.960391625994844,0.0528997894289205,1.16640395508151,0.291600988770369,0.0575989746139453,0.940902368165553,0.330001831054702,-0.610000610351562
"7","2014-04-01",101.529998779297,101.569999694824,99.2799987792969,99.7399978637695,99.7399978637695,237564,34.9300003051758,35.7799987792969,34.9199981689453,35.75,31.7480335235596,11630500,-1.79000091552736,0.819999694824219,3.20410327758878,0.672399499511812,0.0121001342777163,0.81000274658436,0.108901208499456,0.372100744629279,0.960391625994844,0.0528997894289205,1.16640395508151,0.291600988770369,-0.110000610351562,0.900001525878906
"8","2014-04-02",99.6399993896484,99.8300018310547,98.8600006103516,99.620002746582,99.620002746582,231596,35.9099998474121,36.5200004577637,35.5299987792969,35.7000007629395,31.7036247253418,12018200,-0.019996643066392,-0.209999084472656,0.000399865733924685,0.0440996154793538,3.20410327758878,0.672399499511812,0.0121001342777163,0.81000274658436,0.108901208499456,0.372100744629279,0.960391625994844,0.0528997894289205,-1.79000091552736,0.819999694824219
"9","2014-04-03",99.2900009155273,100.48999786377,99.0699996948242,100.290000915527,100.290000915527,195430,35.7299995422363,36.0699996948242,34.9700012207031,35.3699989318848,31.4105701446533,8904100,1,-0.360000610351562,1,0.129600439453498,0.000399865733924685,0.0440996154793538,3.20410327758878,0.672399499511812,0.0121001342777163,0.81000274658436,0.108901208499456,0.372100744629279,-0.019996643066392,-0.209999084472656
"10","2014-04-04",100.379997253418,101.629997253418,100.279998779297,101.139999389648,101.139999389648,193532,35.689998626709,35.7000007629395,34.4799995422363,34.6100006103516,30.7356414794922,9353600,0.760002136230483,-1.07999801635742,0.577603247074898,1.16639571533597,1,0.129600439453498,0.000399865733924685,0.0440996154793538,3.20410327758878,0.672399499511812,0.0121001342777163,0.81000274658436,1,-0.360000610351562
