,Date,OpenCL,HighCL,LowCL,CloseCL,OpenDA,HighDA,LowDA,CloseDA,delta_C,delta_D,delta_C_squared,delta_D_squared,lag_delta_C_squared,lag_delta_D_squared,lag2_delta_C_squared,lag2_delta_D_squared,lag3_delta_C_squared,lag3_delta_D_squared,lag4_delta_C_squared,lag4_delta_D_squared,lag_delta_C,lag_delta_D
267,4/14/2015,52.04999924,53.79000092,51.83000183,53.29000092,43.06000137,43.18999863,42.45000076,43.08000183,1.240001678,0.020000458,1.537604163,0.000400018,0.009999695,0.000100043,0.828099722,0.012100134,0.044099615,0.078399316,7.617611792,1.82250618,0.099998474,-0.010002136
268,4/15/2015,53.54999924,56.68999863,53.38999939,56.38999939,44.47999954,45.34000015,43.79999924,44.20000076,2.840000153,-0.279998779,8.065600867,0.078399316,1.537604163,0.000400018,0.009999695,0.000100043,0.828099722,0.012100134,0.044099615,0.078399316,1.240001678,0.020000458
269,4/16/2015,55.91999817,57.41999817,55.06999969,56.70999908,44.20000076,45.40000153,44.15999985,44.99000168,0.790000916,0.790000916,0.624101447,0.624101447,8.065600867,0.078399316,1.537604163,0.000400018,0.009999695,0.000100043,0.828099722,0.012100134,2.840000153,-0.279998779
270,4/17/2015,56.56000137,56.88000107,55.31000137,55.74000168,44.72000122,45.22999954,44.58000183,44.75999832,-0.819999695,0.039997101,0.6723995,0.001599768,0.624101447,0.624101447,8.065600867,0.078399316,1.537604163,0.000400018,0.009999695,0.000100043,0.790000916,0.790000916
271,4/20/2015,56.15999985,57.16999817,54.84999847,56.38000107,45.13999939,45.81999969,44.75999832,45.72999954,0.220001221,0.590000153,0.048400537,0.34810018,0.6723995,0.001599768,0.624101447,0.624101447,8.065600867,0.078399316,1.537604163,0.000400018,-0.819999695,0.039997101
272,4/21/2015,56.40999985,56.90999985,55.00999832,55.25999832,45.90000153,46.38999939,45.56000137,46.22999954,-1.150001526,0.329998016,1.32250351,0.108898691,0.048400537,0.34810018,0.6723995,0.001599768,0.624101447,0.624101447,8.065600867,0.078399316,0.220001221,0.590000153
273,4/22/2015,56.34000015,57.18999863,55.72999954,56.15999985,46.34999847,46.61999893,45.66999817,46.52999878,-0.180000305,0.180000305,0.03240011,0.03240011,1.32250351,0.108898691,0.048400537,0.34810018,0.6723995,0.001599768,0.624101447,0.624101447,-1.150001526,0.329998016
274,4/23/2015,56.27999878,58.40999985,55.75999832,57.74000168,46.27000046,46.93000031,46.11999893,46.43000031,1.460002899,0.159999847,2.131608466,0.025599951,0.03240011,0.03240011,1.32250351,0.108898691,0.048400537,0.34810018,0.6723995,0.001599768,-0.180000305,0.180000305
275,4/24/2015,57.52999878,57.95000076,56.5,57.15000153,46.77000046,47.38000107,46.68000031,46.97999954,-0.379997253,0.209999084,0.144397913,0.044099615,2.131608466,0.025599951,0.03240011,0.03240011,1.32250351,0.108898691,0.048400537,0.34810018,1.460002899,0.159999847
276,4/27/2015,57.29999924,57.88999939,56.52000046,56.99000168,47.04000092,47.09999847,46.33000183,46.45000076,-0.309997559,-0.590000153,0.096098486,0.34810018,0.144397913,0.044099615,2.131608466,0.025599951,0.03240011,0.03240011,1.32250351,0.108898691,-0.379997253,0.209999084
277,4/28/2015,56.65000153,57.83000183,56.06999969,57.06000137,46.29000092,46.45000076,45.15999985,46.20000076,0.409999847,-0.090000153,0.168099875,0.008100027,0.096098486,0.34810018,0.144397913,0.044099615,2.131608466,0.025599951,0.03240011,0.03240011,-0.309997559,-0.590000153
278,4/29/2015,56.93000031,59.33000183,56.54000092,58.58000183,45.84000015,46,44.25999832,45.02999878,1.650001526,-0.810001373,2.722505035,0.656102225,0.168099875,0.008100027,0.096098486,0.34810018,0.144397913,0.044099615,2.131608466,0.025599951,0.409999847,-0.090000153
279,4/30/2015,58.54999924,59.84999847,58.38000107,59.63000107,44.75999832,45.72000122,44.36000061,44.63999939,1.080001831,-0.119998932,1.166403955,0.014399744,2.722505035,0.656102225,0.168099875,0.008100027,0.096098486,0.34810018,0.144397913,0.044099615,1.650001526,-0.810001373
280,5/1/2015,59.79000092,59.90000153,58.31999969,59.15000153,44.81000137,46.02999878,44.68000031,45.65999985,-0.63999939,0.849998474,0.409599219,0.722497406,1.166403955,0.014399744,2.722505035,0.656102225,0.168099875,0.008100027,0.096098486,0.34810018,1.080001831,-0.119998932
281,5/4/2015,59.29999924,59.72999954,58.45000076,58.93000031,45.90999985,46.5,45.11999893,45.29000092,-0.369998932,-0.619998932,0.13689921,0.384398676,0.409599219,0.722497406,1.166403955,0.014399744,2.722505035,0.656102225,0.168099875,0.008100027,-0.63999939,0.849998474
282,5/5/2015,58.95000076,61.09999847,58.63000107,60.40000153,44.38000107,45,43.88000107,43.90000153,1.450000763,-0.479999542,2.102502213,0.230399561,0.13689921,0.384398676,0.409599219,0.722497406,1.166403955,0.014399744,2.722505035,0.656102225,-0.369998932,-0.619998932
283,5/6/2015,60.72000122,62.58000183,60.54000092,60.93000031,43.54000092,44.25999832,42.84000015,44.06000137,0.209999084,0.520000458,0.044099615,0.270400476,2.102502213,0.230399561,0.13689921,0.384398676,0.409599219,0.722497406,1.166403955,0.014399744,1.450000763,-0.479999542
284,5/7/2015,60.68999863,61.31000137,58.49000168,58.93999863,44.27000046,45.97000122,44.27000046,45.36000061,-1.75,1.090000153,3.0625,1.188100333,0.044099615,0.270400476,2.102502213,0.230399561,0.13689921,0.384398676,0.409599219,0.722497406,0.209999084,0.520000458
285,5/8/2015,59.02000046,59.90000153,58.13999939,59.38999939,45.59999847,46.43000031,45.59999847,46.16999817,0.369998932,0.569999695,0.13689921,0.324899652,3.0625,1.188100333,0.044099615,0.270400476,2.102502213,0.230399561,0.13689921,0.384398676,-1.75,1.090000153
286,5/11/2015,59.43000031,59.84999847,58.75,59.25,46.04000092,47.34000015,45.90000153,46.81000137,-0.180000305,0.770000458,0.03240011,0.592900705,0.13689921,0.324899652,3.0625,1.188100333,0.044099615,0.270400476,2.102502213,0.230399561,0.369998932,0.569999695
287,5/12/2015,59.27000046,61.36000061,59.11999893,60.75,46.31999969,46.40000153,45.95000076,46.09999847,1.479999542,-0.220001221,2.190398645,0.048400537,0.03240011,0.592900705,0.13689921,0.324899652,3.0625,1.188100333,0.044099615,0.270400476,-0.180000305,0.770000458
288,5/13/2015,61.22999954,61.84999847,60.02000046,60.5,47.38999939,47.97999954,46.45000076,46.77999878,-0.729999542,-0.61000061,0.532899332,0.372100745,2.190398645,0.048400537,0.03240011,0.592900705,0.13689921,0.324899652,3.0625,1.188100333,1.479999542,-0.220001221
289,5/14/2015,60.09999847,60.84000015,59.36000061,59.88000107,47.34000015,47.77999878,46.86999893,47.40000153,-0.219997406,0.060001373,0.048398859,0.003600165,0.532899332,0.372100745,2.190398645,0.048400537,0.03240011,0.592900705,0.13689921,0.324899652,-0.729999542,-0.61000061
290,5/15/2015,59.66999817,59.97000122,58.41999817,59.68999863,47.83000183,47.93999863,46.97000122,47,0.020000458,-0.830001831,0.000400018,0.68890304,0.048398859,0.003600165,0.532899332,0.372100745,2.190398645,0.048400537,0.03240011,0.592900705,-0.219997406,0.060001373
291,5/18/2015,59.84999847,60.88000107,59.06000137,59.43000031,46.99000168,47.59000015,46.86999893,47.36999893,-0.419998169,0.379997253,0.176398462,0.144397913,0.000400018,0.68890304,0.048398859,0.003600165,0.532899332,0.372100745,2.190398645,0.048400537,0.020000458,-0.830001831
292,5/19/2015,59.54000092,59.63000107,57.09000015,57.25999832,47.70000076,47.86999893,46.11000061,46.20999908,-2.280002594,-1.490001678,5.198411829,2.220105002,0.176398462,0.144397913,0.000400018,0.68890304,0.048398859,0.003600165,0.532899332,0.372100745,-0.419998169,0.379997253
293,5/20/2015,58.31999969,59.04000092,58.09999847,58.97999954,45.86000061,45.93000031,43.15999985,43.61999893,0.659999847,-2.240001678,0.435599799,5.01760752,5.198411829,2.220105002,0.176398462,0.144397913,0.000400018,0.68890304,0.048398859,0.003600165,-2.280002594,-1.490001678
294,5/21/2015,58.81000137,60.93999863,58.68999863,60.72000122,43.5,44.15000153,42.68999863,43.75,1.909999847,0.25,3.648099417,0.0625,0.435599799,5.01760752,5.198411829,2.220105002,0.176398462,0.144397913,0.000400018,0.68890304,0.659999847,-2.240001678
295,5/22/2015,60.65999985,60.79999924,59.34999847,59.72000122,43.97999954,44,43.13000107,43.18000031,-0.939998627,-0.799999237,0.883597418,0.639998779,3.648099417,0.0625,0.435599799,5.01760752,5.198411829,2.220105002,0.176398462,0.144397913,1.909999847,0.25
296,5/26/2015,60.04999924,60.25,57.70999908,58.02999878,43.41999817,43.47000122,41.72000122,41.84999847,-2.020000458,-1.569999695,4.080401849,2.464899042,0.883597418,0.639998779,3.648099417,0.0625,0.435599799,5.01760752,5.198411829,2.220105002,-0.939998627,-0.799999237
297,5/27/2015,58.31999969,58.95000076,57.36000061,57.50999832,42.02999878,43.11999893,42.02999878,42.52999878,-0.810001373,0.5,0.656102225,0.25,4.080401849,2.464899042,0.883597418,0.639998779,3.648099417,0.0625,0.435599799,5.01760752,-2.020000458,-1.569999695
298,5/28/2015,57.63000107,58.06999969,56.50999832,57.68000031,42.63999939,43.13000107,42.16999817,42.25,0.049999237,-0.38999939,0.002499924,0.152099524,0.656102225,0.25,4.080401849,2.464899042,0.883597418,0.639998779,3.648099417,0.0625,-0.810001373,0.5
299,5/29/2015,57.97000122,60.70000076,57.72000122,60.29999924,42.18999863,43.18999863,41.88999939,42.91999817,2.329998016,0.729999542,5.428890756,0.532899332,0.002499924,0.152099524,0.656102225,0.25,4.080401849,2.464899042,0.883597418,0.639998779,0.049999237,-0.38999939
300,6/1/2015,60.29000092,60.63999939,59.33000183,60.20000076,43.20999908,44.79000092,42.93999863,44.34999847,-0.090000153,1.13999939,0.008100027,1.299598608,5.428890756,0.532899332,0.002499924,0.152099524,0.656102225,0.25,4.080401849,2.464899042,2.329998016,0.729999542
301,6/2/2015,60.18000031,61.58000183,60.09000015,61.25999832,42.99000168,43.61999893,42.86999893,43.20999908,1.079998016,0.219997406,1.166395715,0.048398859,0.008100027,1.299598608,5.428890756,0.532899332,0.002499924,0.152099524,0.656102225,0.25,-0.090000153,1.13999939
302,6/3/2015,61.02000046,61.43000031,59.34000015,59.63999939,43.52000046,43.77000046,42.95000076,43.24000168,-1.380001068,-0.279998779,1.904402948,0.078399316,1.166395715,0.048398859,0.008100027,1.299598608,5.428890756,0.532899332,0.002499924,0.152099524,1.079998016,0.219997406
303,6/4/2015,59.56999969,59.93999863,57.83000183,58,43.40000153,44.11000061,42.43999863,42.91999817,-1.569999695,-0.480003357,2.464899042,0.230403223,1.904402948,0.078399316,1.166395715,0.048398859,0.008100027,1.299598608,5.428890756,0.532899332,-1.380001068,-0.279998779
304,6/5/2015,57.99000168,59.22999954,56.83000183,59.13000107,42.83000183,43.15000153,42.27999878,42.90000153,1.13999939,0.069999695,1.299598608,0.004899957,2.464899042,0.230403223,1.904402948,0.078399316,1.166395715,0.048398859,0.008100027,1.299598608,-1.569999695,-0.480003357
305,6/8/2015,58.95999908,59.13000107,57.86000061,58.13999939,42.36999893,42.61999893,40.65000153,40.75,-0.819999695,-1.619998932,0.6723995,2.624396539,1.299598608,0.004899957,2.464899042,0.230403223,1.904402948,0.078399316,1.166395715,0.048398859,1.13999939,0.069999695
306,6/9/2015,58.31000137,60.68000031,58.22999954,60.13999939,40.09999847,41.15000153,38.97000122,40.72000122,1.829998016,0.620002747,3.34889274,0.384403406,0.6723995,2.624396539,1.299598608,0.004899957,2.464899042,0.230403223,1.904402948,0.078399316,-0.819999695,-1.619998932
307,6/10/2015,60.58000183,61.81999969,60.45000076,61.43000031,40.61999893,41.56000137,40.34000015,41.06000137,0.849998474,0.440002441,0.722497406,0.193602148,3.34889274,0.384403406,0.6723995,2.624396539,1.299598608,0.004899957,2.464899042,0.230403223,1.829998016,0.620002747
308,6/11/2015,61.13999939,61.52999878,60.20999908,60.77000046,41.33000183,41.79000092,40.74000168,40.79999924,-0.369998932,-0.530002594,0.13689921,0.28090275,0.722497406,0.193602148,3.34889274,0.384403406,0.6723995,2.624396539,1.299598608,0.004899957,0.849998474,0.440002441
309,6/12/2015,60.54999924,60.63000107,59.72999954,59.95999908,40.74000168,41.56000137,40.58000183,41.13999939,-0.590000153,0.399997711,0.34810018,0.159998169,0.13689921,0.28090275,0.722497406,0.193602148,3.34889274,0.384403406,0.6723995,2.624396539,-0.369998932,-0.530002594
310,6/15/2015,59.90000153,59.97999954,58.72999954,59.52000046,40.91999817,41.20000076,40.52999878,40.70000076,-0.380001068,-0.219997406,0.144400812,0.048398859,0.34810018,0.159998169,0.13689921,0.28090275,0.722497406,0.193602148,3.34889274,0.384403406,-0.590000153,0.399997711
311,6/16/2015,59.59999847,60.36999893,59.41999817,59.97000122,40.65000153,41.00999832,40.04000092,40.56999969,0.370002747,-0.080001831,0.136902032,0.006400293,0.144400812,0.048398859,0.34810018,0.159998169,0.13689921,0.28090275,0.722497406,0.193602148,-0.380001068,-0.219997406
312,6/17/2015,60.02999878,61.38000107,58.84999847,59.91999817,40.41999817,41.08000183,40.22999954,40.79999924,-0.11000061,0.380001068,0.012100134,0.144400812,0.136902032,0.006400293,0.144400812,0.048398859,0.34810018,0.159998169,0.13689921,0.28090275,0.370002747,-0.080001831
313,6/18/2015,59.77999878,60.88999939,59.25,60.45000076,40.66999817,41.43000031,40.45999908,41.34999847,0.670001984,0.680000305,0.448902658,0.462400415,0.012100134,0.144400812,0.136902032,0.006400293,0.144400812,0.048398859,0.34810018,0.159998169,-0.11000061,0.380001068
314,6/19/2015,60.5,60.56000137,58.88000107,59.61000061,41.99000168,42.81000137,41.83000183,41.99000168,-0.88999939,0,0.792098914,0,0.448902658,0.462400415,0.012100134,0.144400812,0.136902032,0.006400293,0.144400812,0.048398859,0.670001984,0.680000305
315,6/22/2015,59.43999863,60.29999924,58.93000031,59.68000031,42.72000122,43.08000183,42.36000061,42.93000031,0.240001678,0.209999084,0.057600806,0.044099615,0.792098914,0,0.448902658,0.462400415,0.012100134,0.144400812,0.136902032,0.006400293,-0.88999939,0
316,6/23/2015,60.20999908,61.49000168,59.54999924,61.00999832,43.38000107,43.70999908,43,43.09999847,0.799999237,-0.280002594,0.639998779,0.078401453,0.057600806,0.044099615,0.792098914,0,0.448902658,0.462400415,0.012100134,0.144400812,0.240001678,0.209999084
317,6/24/2015,61.13999939,61.56999969,59.79999924,60.27000046,42.97000122,43.13000107,42.5,42.65999985,-0.869998932,-0.310001373,0.756898141,0.096100851,0.639998779,0.078401453,0.057600806,0.044099615,0.792098914,0,0.448902658,0.462400415,0.799999237,-0.280002594
318,6/25/2015,60.22000122,60.45999908,59.43000031,59.70000076,42.97999954,43.38000107,42.56999969,42.59999847,-0.520000458,-0.380001068,0.270400476,0.144400812,0.756898141,0.096100851,0.639998779,0.078401453,0.057600806,0.044099615,0.792098914,0,-0.869998932,-0.310001373
319,6/26/2015,59.65999985,59.95999908,58.75999832,59.63000107,42.77999878,42.90000153,42.06000137,42.34999847,-0.029998779,-0.430000305,0.000899927,0.184900262,0.270400476,0.144400812,0.756898141,0.096100851,0.639998779,0.078401453,0.057600806,0.044099615,-0.520000458,-0.380001068
320,6/29/2015,58.84000015,59.27000046,58.04000092,58.33000183,41.77000046,42.45000076,41.08000183,41.11999893,-0.509998322,-0.650001526,0.260098288,0.422501984,0.000899927,0.184900262,0.270400476,0.144400812,0.756898141,0.096100851,0.639998779,0.078401453,-0.029998779,-0.430000305
321,6/30/2015,58.27000046,59.68999863,57.93999863,59.47000122,41.68000031,41.83000183,41.02999878,41.08000183,1.200000763,-0.599998474,1.440001831,0.359998169,0.260098288,0.422501984,0.000899927,0.184900262,0.270400476,0.144400812,0.756898141,0.096100851,-0.509998322,-0.650001526
322,7/1/2015,58.97999954,58.97999954,56.68000031,56.95999908,41.75,41.81000137,38.81000137,40.27000046,-2.020000458,-1.479999542,4.080401849,2.190398645,1.440001831,0.359998169,0.260098288,0.422501984,0.000899927,0.184900262,0.270400476,0.144400812,1.200000763,-0.599998474
323,7/2/2015,56.86999893,57.95000076,56.5,56.93000031,40.22999954,41.02999878,39.75,40,0.060001373,-0.229999542,0.003600165,0.052899789,4.080401849,2.190398645,1.440001831,0.359998169,0.260098288,0.422501984,0.000899927,0.184900262,-2.020000458,-1.479999542
324,7/6/2015,54.90000153,55.34000015,52.40999985,52.52999878,39.88000107,40.79000092,39.88000107,40.47999954,-2.370002747,0.599998474,5.616913019,0.359998169,0.003600165,0.052899789,4.080401849,2.190398645,1.440001831,0.359998169,0.260098288,0.422501984,0.060001373,-0.229999542
325,7/7/2015,52.75,53.43000031,50.58000183,52.33000183,40.66999817,41.29999924,39.95999908,41.18000031,-0.419998169,0.510002136,0.176398462,0.260102179,5.616913019,0.359998169,0.003600165,0.052899789,4.080401849,2.190398645,1.440001831,0.359998169,-2.370002747,0.599998474
326,7/8/2015,52.90999985,52.95999908,50.90999985,51.65000153,40.45999908,40.88000107,40.00999832,40.16999817,-1.259998322,-0.290000916,1.58759577,0.084100531,0.176398462,0.260102179,5.616913019,0.359998169,0.003600165,0.052899789,4.080401849,2.190398645,-0.419998169,0.510002136
327,7/9/2015,51.83000183,53.54000092,51.47999954,52.77999878,40.58000183,41.09000015,40.49000168,40.54999924,0.949996948,-0.030002594,0.902494202,0.000900156,1.58759577,0.084100531,0.176398462,0.260102179,5.616913019,0.359998169,0.003600165,0.052899789,-1.259998322,-0.290000916
328,7/10/2015,52.47999954,53.88999939,51.95999908,52.74000168,41.45000076,42.72000122,41.31000137,42.45999908,0.260002136,1.009998322,0.067601111,1.020096609,0.902494202,0.000900156,1.58759577,0.084100531,0.176398462,0.260102179,5.616913019,0.359998169,0.949996948,-0.030002594
329,7/13/2015,52.15000153,53.16999817,51.25999832,52.20000076,43.20999908,43.52000046,43,43.36999893,0.049999237,0.159999847,0.002499924,0.025599951,0.067601111,1.020096609,0.902494202,0.000900156,1.58759577,0.084100531,0.176398462,0.260102179,0.260002136,1.009998322
330,7/14/2015,52,53.43000031,50.88000107,53.04000092,42.95000076,43.95999908,42.61000061,43.65999985,1.040000916,0.709999084,1.081601904,0.5040987,0.002499924,0.025599951,0.067601111,1.020096609,0.902494202,0.000900156,1.58759577,0.084100531,0.049999237,0.159999847
331,7/15/2015,53.40000153,53.5,51.20999908,51.40999985,42.59000015,44.43000031,42.40000153,43.99000168,-1.990001678,1.400001526,3.96010668,1.960004272,1.081601904,0.5040987,0.002499924,0.025599951,0.067601111,1.020096609,0.902494202,0.000900156,1.040000916,0.709999084
332,7/16/2015,51.61999893,52.16999817,50.84000015,50.90999985,44.5,44.86999893,44.18999863,44.47000122,-0.709999084,-0.029998779,0.5040987,0.000899927,3.96010668,1.960004272,1.081601904,0.5040987,0.002499924,0.025599951,0.067601111,1.020096609,-1.990001678,1.400001526
333,7/17/2015,50.90999985,51.22999954,50.13999939,50.88999939,44.65000153,45.09999847,44.38000107,44.93999863,-0.020000458,0.289997101,0.000400018,0.084098318,0.5040987,0.000899927,3.96010668,1.960004272,1.081601904,0.5040987,0.002499924,0.025599951,-0.709999084,-0.029998779
334,7/20/2015,50.75999832,51.25999832,49.84999847,50.15000153,45.09999847,45.09999847,43.95999908,44.09000015,-0.609996796,-1.009998322,0.372096091,1.020096609,0.000400018,0.084098318,0.5040987,0.000899927,3.96010668,1.960004272,1.081601904,0.5040987,-0.020000458,0.289997101
335,7/21/2015,49.95000076,51.02000046,49.77000046,50.36000061,44.08000183,44.72999954,44.08000183,44.65000153,0.409999847,0.569999695,0.168099875,0.324899652,0.372096091,1.020096609,0.000400018,0.084098318,0.5040987,0.000899927,3.96010668,1.960004272,-0.609996796,-1.009998322
336,7/22/2015,50.70999908,50.70999908,49.04000092,49.18999863,44.50999832,45.41999817,44.45999908,45.22000122,-1.520000458,0.710002899,2.310401392,0.504104117,0.168099875,0.324899652,0.372096091,1.020096609,0.000400018,0.084098318,0.5040987,0.000899927,0.409999847,0.569999695
337,7/23/2015,49.22999954,49.63000107,48.20999908,48.45000076,46.29999924,46.63999939,45.04999924,45.15999985,-0.779998779,-1.13999939,0.608398096,1.299598608,2.310401392,0.504104117,0.168099875,0.324899652,0.372096091,1.020096609,0.000400018,0.084098318,-1.520000458,0.710002899
338,7/24/2015,48.79000092,49.02999878,47.72000122,48.13999939,45.61000061,45.63999939,43.75999832,44.09999847,-0.650001526,-1.510002136,0.422501984,2.280106451,0.608398096,1.299598608,2.310401392,0.504104117,0.168099875,0.324899652,0.372096091,1.020096609,-0.779998779,-1.13999939
339,7/27/2015,48,48.20000076,46.90999985,47.38999939,43.59999847,44.18000031,43.04999924,43.93000031,-0.61000061,0.330001831,0.372100745,0.108901208,0.422501984,2.280106451,0.608398096,1.299598608,2.310401392,0.504104117,0.168099875,0.324899652,-0.650001526,-1.510002136
340,7/28/2015,47.02000046,48.43999863,46.68000031,47.97999954,43.93000031,44.95000076,43.90000153,44.90999985,0.959999084,0.979999542,0.921598242,0.960399103,0.372100745,0.108901208,0.422501984,2.280106451,0.608398096,1.299598608,2.310401392,0.504104117,-0.61000061,0.330001831
341,7/29/2015,47.81000137,49.52000046,47.38999939,48.79000092,44.81000137,45.33000183,43.84999847,44.18000031,0.979999542,-0.630001068,0.960399103,0.396901346,0.921598242,0.960399103,0.372100745,0.108901208,0.422501984,2.280106451,0.608398096,1.299598608,0.959999084,0.979999542
342,7/30/2015,48.83000183,49.36000061,48.34000015,48.52000046,44.15999985,44.36999893,43.63999939,44.02999878,-0.310001373,-0.130001068,0.096100851,0.016900278,0.960399103,0.396901346,0.921598242,0.960399103,0.372100745,0.108901208,0.422501984,2.280106451,0.979999542,-0.630001068
343,7/31/2015,48.47000122,48.61999893,46.70000076,47.11999893,44.15000153,44.40000153,43.88000107,44.34000015,-1.350002289,0.189998627,1.82250618,0.036099478,0.096100851,0.016900278,0.960399103,0.396901346,0.921598242,0.960399103,0.372100745,0.108901208,-0.310001373,-0.130001068
344,8/3/2015,46.86000061,46.93999863,45.08000183,45.16999817,44.68000031,45.84999847,44.56999969,45.72999954,-1.690002441,1.049999237,2.856108252,1.102498398,1.82250618,0.036099478,0.096100851,0.016900278,0.960399103,0.396901346,0.921598242,0.960399103,-1.350002289,0.189998627
345,8/4/2015,45.34999847,46.22999954,45.29000092,45.74000168,46.31999969,47.09999847,45.77999878,46.34999847,0.390003204,0.029998779,0.152102499,0.000899927,2.856108252,1.102498398,1.82250618,0.036099478,0.096100851,0.016900278,0.960399103,0.396901346,-1.690002441,1.049999237
346,8/5/2015,45.95999908,46.70000076,44.83000183,45.15000153,46.36000061,46.52999878,46.13000107,46.29999924,-0.809997559,-0.060001373,0.656096045,0.003600165,0.152102499,0.000899927,2.856108252,1.102498398,1.82250618,0.036099478,0.096100851,0.016900278,0.390003204,0.029998779
347,8/6/2015,45.15999985,45.27000046,44.20000076,44.65999985,46.47999954,46.79000092,45.75999832,46.04000092,-0.5,-0.439998627,0.25,0.193598792,0.656096045,0.003600165,0.152102499,0.000899927,2.856108252,1.102498398,1.82250618,0.036099478,-0.809997559,-0.060001373
348,8/7/2015,44.81999969,45.15999985,43.70000076,43.86999893,45.84000015,46.47999954,45.75999832,46.34999847,-0.950000763,0.509998322,0.90250145,0.260098288,0.25,0.193598792,0.656096045,0.003600165,0.152102499,0.000899927,2.856108252,1.102498398,-0.5,-0.439998627
349,8/10/2015,43.58000183,45.00999832,43.34999847,44.95999908,46.72999954,47.18999863,46.20999908,46.31999969,1.379997253,-0.409999847,1.904392419,0.168099875,0.90250145,0.260098288,0.25,0.193598792,0.656096045,0.003600165,0.152102499,0.000899927,-0.950000763,0.509998322
350,8/11/2015,44.81000137,45.34000015,42.68999863,43.08000183,46.29000092,47.47999954,46.13000107,47.09999847,-1.729999542,0.809997559,2.992898416,0.656096045,1.904392419,0.168099875,0.90250145,0.260098288,0.25,0.193598792,0.656096045,0.003600165,1.379997253,-0.409999847
351,8/12/2015,43.27000046,43.86999893,42.79999924,43.29999924,46.79999924,46.81000137,44.77000046,46.59999847,0.029998779,-0.200000763,0.000899927,0.040000305,2.992898416,0.656096045,1.904392419,0.168099875,0.90250145,0.260098288,0.25,0.193598792,-1.729999542,0.809997559
352,8/13/2015,43.34000015,43.72000122,41.90999985,42.22999954,46.88999939,47.86999893,46.47000122,47.45000076,-1.11000061,0.560001373,1.232101355,0.313601538,0.000899927,0.040000305,2.992898416,0.656096045,1.904392419,0.168099875,0.90250145,0.260098288,0.029998779,-0.200000763
353,8/14/2015,42.22999954,42.95999908,41.34999847,42.5,47.36000061,47.95999908,47.27999878,47.63000107,0.270000458,0.270000458,0.072900247,0.072900247,1.232101355,0.313601538,0.000899927,0.040000305,2.992898416,0.656096045,1.904392419,0.168099875,-1.11000061,0.560001373
354,8/17/2015,42.18000031,42.68999863,41.63999939,41.86999893,47.77000046,48.25,47.31999969,47.99000168,-0.310001373,0.220001221,0.096100851,0.048400537,0.072900247,0.072900247,1.232101355,0.313601538,0.000899927,0.040000305,2.992898416,0.656096045,0.270000458,0.270000458
355,8/18/2015,41.88000107,42.90000153,41.43000031,42.61999893,48.08000183,48.29999924,46.91999817,47.36000061,0.739997864,-0.720001221,0.547596838,0.518401758,0.096100851,0.048400537,0.072900247,0.072900247,1.232101355,0.313601538,0.000899927,0.040000305,-0.310001373,0.220001221
356,8/19/2015,42.40999985,42.68000031,40.40000153,40.79999924,47.36000061,47.59000015,46.61000061,47.08000183,-1.61000061,-0.279998779,2.592101965,0.078399316,0.547596838,0.518401758,0.096100851,0.048400537,0.072900247,0.072900247,1.232101355,0.313601538,0.739997864,-0.720001221
357,8/20/2015,40.58000183,41.47999954,40.20999908,41.13999939,46.54999924,47.08000183,45.66999817,45.70999908,0.559997559,-0.840000153,0.313597266,0.705600256,2.592101965,0.078399316,0.547596838,0.518401758,0.096100851,0.048400537,0.072900247,0.072900247,-1.61000061,-0.279998779
358,8/21/2015,41.02999878,41.40000153,39.86000061,40.45000076,45.5,45.58000183,43.59000015,43.59999847,-0.579998016,-1.900001526,0.336397699,3.610005798,0.313597266,0.705600256,2.592101965,0.078399316,0.547596838,0.518401758,0.096100851,0.048400537,0.559997559,-0.840000153
359,8/24/2015,40.29999924,40.47000122,37.75,38.24000168,39.5,44.15999985,34.61000061,42.15000153,-2.059997559,2.650001526,4.243589941,7.022508087,0.336397699,3.610005798,0.313597266,0.705600256,2.592101965,0.078399316,0.547596838,0.518401758,-0.579998016,-1.900001526
360,8/25/2015,38.18000031,39.88999939,38.15999985,39.31000137,43.84000015,43.84000015,41.36999893,41.36999893,1.130001068,-2.470001221,1.276902414,6.10090603,4.243589941,7.022508087,0.336397699,3.610005798,0.313597266,0.705600256,2.592101965,0.078399316,-2.059997559,2.650001526
361,8/26/2015,39.68999863,39.86000061,38.52000046,38.59999847,42.61000061,43.88000107,41.49000168,43.70000076,-1.090000153,1.090000153,1.188100333,1.188100333,1.276902414,6.10090603,4.243589941,7.022508087,0.336397699,3.610005798,0.313597266,0.705600256,1.130001068,-2.470001221
362,8/27/2015,38.95999908,42.86000061,38.95000076,42.56000137,44.18999863,44.34999847,42.77000046,43.86000061,3.600002289,-0.329998016,12.96001648,0.108898691,1.188100333,1.188100333,1.276902414,6.10090603,4.243589941,7.022508087,0.336397699,3.610005798,-1.090000153,1.090000153
363,8/28/2015,42.68000031,45.90000153,41.77999878,45.22000122,43.93999863,44.29999924,43.40999985,43.93999863,2.540000916,0,6.451604651,0,12.96001648,0.108898691,1.188100333,1.188100333,1.276902414,6.10090603,4.243589941,7.022508087,3.600002289,-0.329998016
